Word,Katakana,Emotion,seikika,pos_neg
みすぼらしい,ミスボラシイ,不見,,neg
見づらい,ミズライ,不,,neg
見染める,ミソメル,好,,pos
満たされる,ミタサレル,幸,,pos
乱れる,ミダレル,興鬱,,pos
満ち足りる,ミチタリル,幸,,pos
みっともない,ミットモナイ,不見,,neg
みっともよくない,ミットモヨクナイ,不,,neg
見惚れる,ミトレル,好,,pos
醜い,ミニクイ,不Ｆ,,neg
見憎い,ミニクイ,不憎,,neg
身の毛が弥立つ,ミノケガヨダツ,怖,,neg
身震いがする,ミブルイガスル,怖,,neg
みみっちい,ミミッチイ,不,,neg
身悶え,ミモダエ,苦,,neg
身悶える,ミモダエル,苦,,neg
身も縮む,ミモチジム,恐,,neg
未練,ミレン,悔,,neg
未練がましい,ミレンガマシイ,悔不,,neg
身を切られる,ミヲキラレル,悲残,,neg
身を裂く,ミヲサク,悲残,,neg
むかっと,ムカット,怒,,neg
向っ腹,ムカッパラ,怒,,neg
向っ腹が立つ,ムカッパラガタツ,怒,,neg
向っ腹を立てる,ムカッパラヲタテル,怒,,neg
むかつく,ムカツク,怒,,neg
むかむか,ムカムカ,怒,,neg
無我夢中,ムガムチュウ,好,,pos
向きになる,ムキニナル,怒,,neg
無気力,ムキリョク,鬱,,neg
惨たらしい,ムゴタラシイ,憐,,neg
むさい,ムサイ,不,,neg
むさくるしい,ムサクルシイ,不,,neg
蒸し暑い,ムシアツイ,不,,neg
虫酸が走る,ムシズガハシル,嫌Ｆ,,neg
むしゃくしゃ,ムシャクシャ,怒,,neg
むずかる,ムズカル,怒,,neg
むず痒い,ムズガユイ,不,,neg
むずむず,ムズムズ,興,,pos
咽び泣き,ムセビナキ,悲辛,,neg
咽び泣く,ムセビナク,悲辛,,neg
咽ぶ,ムセブ,喜悲,,pos
噎せる,ムセル,喜悲,,pos
夢中になる,ムチュウニナル,好,,pos
むっと,ムット,怒,,neg
むつまじい,ムツマジイ,親好安,,pos
胸糞が悪い,ムナクソガワルイ,怒,,neg
胸苦しい,ムナグルシイ,苦,,neg
胸騒ぎ,ムナサワギ,ふ心,,neg
空しい,ムナシイ,寂切,,neg
虚しい,ムナシイ,寂切,,neg
虚しさ,ムナシサ,寂切,,neg
胸躍る,ムネオドル,楽興,,pos
胸を撫で下ろす,ムネオナデオロス,安,,pos
胸が熱くなる,ムネガアツクナル,動,,pos
胸が痛くなる,ムネガイタクナル,辛,,neg
胸が一杯になる,ムネガイッパイニナル,喜悲,,pos
胸がすく,ムネガスク,気,,pos
胸が潰れる,ムネガツブレル,悲ふ,,neg
胸が詰まる,ムネガツマル,苦,,neg
胸が轟く,ムネガトドロク,興,,pos
胸が弾む,ムネガハズム,楽興,,pos
胸が早鐘を打つ,ムネガハヤガネヲウツ,楽興,,pos
胸が張り裂ける,ムネガハリサケル,辛切,,neg
胸が塞がる,ムネガフサガル,ふ憐,,neg
胸が震える,ムネガフルエル,動,,pos
胸が悪い,ムネガワルイ,嫌怒Ｆ,,neg
胸につかえる,ムネニツカエル,悩鬱,,neg
胸を痛める,ムネヲイタメル,悩,,neg
胸を打たれる,ムネヲウタレル,動,,pos
胸を抉られる,ムネヲエグラレル,ふ苦,,neg
胸を躍らせる,ムネヲオドラセル,喜,,pos
胸を焦がす,ムネヲコガス,好,,pos
胸を締め付けられる,ムネヲシメツケラレル,切,,neg
胸を締められる,ムネヲシメラレル,切,,neg
胸を突かれる,ムネヲツカレル,驚,,pos
胸を膨らませる,ムネヲフクラマセル,興,,pos
無念,ムネン,残,,neg
無念さ,ムネンサ,残,,neg
無念遣る方ない,ムネンヤルカタナイ,残,,neg
むらむら,ムラムラ,興,,pos
滅入り込む,メイリコム,鬱怠,,neg
滅入る,メイル,鬱怠,,neg
迷惑,メイワク,怒,,neg
目が潤む,メガウルム,悲辛,,neg
目頭が熱くなる,メガシラガアツクナル,動,,pos
目障り,メザワリ,嫌,,neg
目尻を下げる,メジリヲサゲル,喜幸,,pos
めずらしい,メズラシイ,驚,,pos
めそめそ,メソメソ,悲,,neg
めでたい,メデタイ,祝,,pos
目に角を立てる,メニカドヲタテル,怒,,neg
眩暈,メマイ,辛,,neg
女々しい,メメシイ,不,,neg
メロメロ,メロメロ,好,,pos
目を白黒させる,メヲシロクロサセル,驚,,pos
目をパチクリさせる,メヲパチクリサセル,驚,,pos
眼を伏せる,メヲフセル,驚憐,,pos
目を細める,メヲホソメル,喜,,pos
目を丸くする,メヲマルクスル,驚,,pos
目を瞠る,メヲミハル,驚,,pos
目を剥く,メヲムク,怒,,neg
面食らう,メンクラウ,驚焦,,pos
面倒い,メンドイ,不,,neg
面倒,メンドウ,不,,neg
面倒臭い,メンドウクサイ,不,,neg
面目無い,メンボクナイ,恥,,neg
盲愛,モウアイ,好親,,pos
申し分ない,モウシブンナイ,動,,pos
申し訳ない,モウシワケナイ,謝,,neg
燃え尽きる,モエツキル,鬱,,neg
もじもじする,モジモジスル,恥,,neg
悶え,モダエ,苦,,neg
悶える,モダエル,苦,,neg
もどかしい,モドカシイ,怒,,neg
もどかしがる,モドカシガル,怒,,neg
もどかしさ,モドカシサ,怒,,neg
物哀れ,モノアワレ,憐,,neg
物憂い,モノウイ,鬱,,neg
懶い,モノウイ,鬱,,neg
懶さ,モノウサ,鬱,,neg
物怖じ,モノオジ,恐,,neg
物恐ろしい,モノオソロシイ,怖,,neg
物思い,モノオモイ,悩,,neg
物悲しい,モノガナシイ,悲,,neg
物悲しさ,モノガナシサ,悲,,neg
物淋しい,モノサビシイ,寂,,neg
物寂しい,モノサビシイ,寂,,neg
物騒がしい,モノサワガシイ,不,,neg
物足りない,モノタリナイ,不,,neg
物足りなさ,モノタリナサ,不,,neg
貰い泣き,モライナキ,悲辛喜,,neg
文句を言う,モンクヲイウ,不,,neg
悶絶,モンゼツ,苦,,neg
悶悶,モンモン,苦,,neg
喧しい,ヤカマシイ,不怒,,neg
やきもき,ヤキモキ,怒,,neg
焼き餅を焼く,ヤキモチヲヤク,妬,,neg
妬く,ヤク,妬,,neg
自棄糞,ヤケクソ,怒,,neg
灼け爛れる,ヤケタダレル,辛苦,,neg
妬ける,ヤケル,妬,,neg
灼ける,ヤケル,辛苦,,neg
安らか,ヤスラカ,安,,pos
安らかさ,ヤスラカサ,安,,pos
安らぎ,ヤスラギ,安,,pos
安らぐ,ヤスラグ,安,,pos
ヤダー,ヤダー,嫌,,neg
やっかい,ヤッカイ,不,,neg
やっかみ,ヤッカミ,不,,neg
やっかむ,ヤッカム,不,,neg
躍起,ヤッキ,怒,,neg
ヤッター,ヤッター,喜,,pos
八つ当たり,ヤツアタリ,怒,,neg
破れかぶれ,ヤブレカブレ,怒,,neg
野暮ったい,ヤボッタイ,不,,neg
疚しい,ヤマシイ,恥,,neg
やむ無い,ヤムナイ,悔,,neg
やむを得ない,ヤムヲエナイ,悔,,neg
ややこしい,ヤヤコシイ,不,,neg
遣り切れない,ヤリキレナイ,悔,,neg
遣る瀬ない,ヤルセナイ,悔,,neg
遣る瀬なさ,ヤルセナサ,悔,,neg
やれやれ,ヤレヤレ,見あ,,neg
友愛,ユウアイ,安親,,pos
憂鬱,ユウウツ,鬱,,neg
憂鬱感,ユウウツカン,鬱,,neg
憂患,ユウカン,悩,,neg
友誼,ユウギ,親,,pos
憂苦,ユウク,鬱苦心,,neg
友好,ユウコウ,親,,pos
憂国,ユウコク,鬱,,neg
憂思,ユウシ,鬱,,neg
憂愁,ユウシュウ,悲鬱,,neg
幽愁,ユウシュウ,鬱,,neg
憂色,ユウショク,ふ心,,neg
憂心,ユウシン,ふ鬱,,neg
友情,ユウジョウ,親,,pos
悠然,ユウゼン,安穏,,pos
悠長,ユウチョウ,安穏,,pos
憂憤,ユウフン,怒鬱,,neg
憂悶,ユウモン,悩苦心,,neg
勇躍,ユウヤク,興,,pos
悠悠,ユウユウ,安穏,,pos
悠悠閑閑,ユウユウカンカン,安穏,,pos
悠揚,ユウヨウ,安穏,,pos
憂慮,ユウリョ,ふ心,,neg
愉悦,ユエツ,喜,,pos
愉快,ユカイ,楽,,pos
揺さ振る,ユサブル,動,,pos
揺す振る,ユスブル,動,,pos
愉楽,ユラク,喜楽,,pos
揺らぐ,ユラグ,動,,pos
揺らめく,ユラメク,動,,pos
ゆらゆら,ユラユラ,穏,,neg
ゆらり,ユラリ,穏,,neg
揺るがす,ユルガス,驚怖,,pos
揺るがない,ユルガナイ,尊,,pos
揺るぎ無い,ユルギナイ,尊,,pos
揺るぐ,ユルグ,鬱,,neg
揺れ,ユレ,鬱,,neg
揺れる,ユレル,動,,pos
好い感情を持つ,ヨイカンジョウヲモツ,好,,pos
好い気持ちがしない,ヨイキモチガシナイ,Ｆ嫌,,neg
好い気持ちはしない,ヨイキモチハシナイ,Ｆ,,neg
好い心持ち,ヨイココロモチ,好気,,pos
好い心持ちはしない,ヨイココロモチワシナイ,Ｆ,,neg
酔う,ヨウ,好,,pos
良かった,ヨカッタ,喜,,pos
好く,ヨク,好,,pos
抑鬱,ヨクウツ,鬱,,neg
欲情,ヨクジョウ,好,,pos
邪,ヨコシマ,嫌不,,neg
横恋慕,ヨコレンボ,好,,pos
慶福,ヨシトミ,祝喜,,pos
好,ヨシミ,好,,pos
よっしゃ,ヨッシャ,喜,,pos
余憤,ヨフン,怒,,neg
喜ばしい,ヨロコバシイ,喜,,pos
喜ばしい訳はない,ヨロコバシイワケワナイ,怒不,,neg
喜ばしさ,ヨロコバシサ,喜,,pos
喜,ヨロコビ,喜,,pos
喜び,ヨロコビ,喜,,pos
喜び狂う,ヨロコビクルウ,喜,,pos
喜ぶ,ヨロコブ,喜,,pos
弱り切る,ヨワリキル,鬱怠,,neg
弱り果てる,ヨワリハテル,鬱怠,,neg
弱る,ヨワル,鬱,,neg
楽,ラク,楽,,pos
落胆,ラクタン,失残,,neg
楽ちん,ラクチン,喜,,pos
落莫,ラクバク,寂,,neg
楽楽,ラクラク,喜,,pos
落涙,ラクルイ,悲辛,,neg
ラッキー,ラッキー,幸喜,,pos
理屈っぽい,リクツッポイ,不,,neg
離愁,リシュウ,悲,,neg
立腹,リップク,怒,,neg
慄然,リツゼン,怖,,neg
溜飲が下がる,リュウインガサガル,安,,pos
良好,リョウコウ,穏,,neg
良心が痛む,リョウシンガイタム,憐辛,,neg
慮外,リョガイ,驚,,pos
旅愁,リョシュウ,鬱,,neg
ルンルン,ルンルン,喜幸,,pos
冷静,レイセイ,安,,pos
恋愛,レンアイ,切好,,neg
恋情,レンジョウ,切好,,neg
廉恥,レンチ,恥,,neg
憐憫,レンビン,憐,,neg
恋慕,レンボ,好,,pos
恋恋,レンレン,悔,,neg
労苦,ロウク,苦辛,,neg
狼狽,ロウバイ,焦,,neg
我がまま,ワガママ,不嫌怒,,neg
沸き返る,ワキカエル,興怒,,pos
沸き立つ,ワキタツ,興,,pos
惑溺,ワクデキ,困,,neg
惑乱,ワクラン,鬱,,neg
わくわく,ワクワク,楽興,,pos
煩い,ワズライ,不,,neg
煩う,ワズラウ,不,,neg
煩わしい,ワズラワシイ,不,,neg
煩わす,ワズラワス,不,,neg
蟠り,ワダカマリ,不嫌,,neg
蟠る,ワダカマル,不嫌,,neg
わっ,ワッ,驚,,pos
戦慄き,ワナナキ,怖,,neg
戦慄く,ワナナク,怖,,neg
わなわな,ワナワナ,怖怒,,neg
詫びしい,ワビシイ,辛ふ,,neg
佗びしい,ワビシイ,辛ふ,,neg
佗びしがる,ワビシガル,辛ふ,,neg
佗びしさ,ワビシサ,辛ふ,,neg
詫びる,ワビル,謝,,neg
笑い,ワライ,楽喜楽,,pos
笑い顔,ワライガオ,楽喜楽,,pos
笑う,ワラウ,楽喜楽,,pos
悪い,ワルイ,嫌,,neg
悪い気がしない,ワルイキガシナイ,楽喜楽,,pos
悪賢い,ワルガシコイ,不嫌,,neg
悪びれる,ワルビレル,恥,,neg
我を忘れる,ワレオワスレル,好,,pos
わぁ,ワー,驚,,pos
わーい,ワーイ,喜,,pos
